id,info_metric,info_get_better,info_technique,info_was_taught,strata,treatment
671,Packedness,1,,0.0,21.0,0.0
671,Corners,1,,0.0,21.0,0.0
671,Waviness,1,,0.0,21.0,0.0
671,Weight,1,,0.0,21.0,0.0
671,Touch,1,,0.0,21.0,0.0
671,Loom,2,,0.0,21.0,0.0
671,Sidda Tightness,2,,0.0,21.0,0.0
671,Inputs,2,,0.0,21.0,0.0
671,Loom Tightness,2,,0.0,21.0,0.0
671,Design Accuracy,1,,0.0,21.0,0.0
671,Sidda Packedness,1,,0.0,21.0,0.0
671,Design Ability,1,,0.0,21.0,0.0
671,Overall,1,,0.0,21.0,0.0
507,Packedness,1,,0.0,21.0,1.0
507,Corners,1,,0.0,21.0,1.0
507,Waviness,1,,0.0,21.0,1.0
507,Weight,1,,0.0,21.0,1.0
507,Touch,1,,0.0,21.0,1.0
507,Loom,2,,0.0,21.0,1.0
507,Sidda Tightness,1,,0.0,21.0,1.0
507,Inputs,2,,0.0,21.0,1.0
507,Loom Tightness,2,,0.0,21.0,1.0
507,Design Accuracy,1,,0.0,21.0,1.0
507,Sidda Packedness,1,,0.0,21.0,1.0
507,Design Ability,1,,0.0,21.0,1.0
507,Overall,1,,0.0,21.0,1.0
557,Packedness,2,,0.0,23.0,0.0
557,Corners,2,,0.0,23.0,0.0
557,Waviness,2,,0.0,23.0,0.0
557,Weight,2,,0.0,23.0,0.0
557,Touch,2,,0.0,23.0,0.0
557,Loom,2,,0.0,23.0,0.0
557,Sidda Tightness,2,,0.0,23.0,0.0
557,Inputs,2,,0.0,23.0,0.0
557,Loom Tightness,2,,0.0,23.0,0.0
557,Design Accuracy,2,,0.0,23.0,0.0
557,Sidda Packedness,2,,0.0,23.0,0.0
557,Design Ability,2,,0.0,23.0,0.0
557,Overall,2,,0.0,23.0,0.0
690,Packedness,1,,0.0,23.0,0.0
690,Corners,1,,0.0,23.0,0.0
690,Waviness,1,,0.0,23.0,0.0
690,Weight,1,,0.0,23.0,0.0
690,Touch,1,,0.0,23.0,0.0
690,Loom,1,,0.0,23.0,0.0
690,Sidda Tightness,1,,0.0,23.0,0.0
690,Inputs,1,,0.0,23.0,0.0
690,Loom Tightness,1,,0.0,23.0,0.0
690,Design Accuracy,1,,0.0,23.0,0.0
690,Sidda Packedness,1,,0.0,23.0,0.0
690,Design Ability,1,,0.0,23.0,0.0
690,Overall,1,,0.0,23.0,0.0
516,Packedness,1,,0.0,23.0,1.0
516,Corners,1,,0.0,23.0,1.0
516,Waviness,1,1.0,1.0,23.0,1.0
516,Weight,1,,0.0,23.0,1.0
516,Touch,1,,0.0,23.0,1.0
516,Loom,2,,0.0,23.0,1.0
516,Sidda Tightness,1,,0.0,23.0,1.0
516,Inputs,1,,0.0,23.0,1.0
516,Loom Tightness,1,,0.0,23.0,1.0
516,Design Accuracy,1,1.0,1.0,23.0,1.0
516,Sidda Packedness,1,,0.0,23.0,1.0
516,Design Ability,1,,0.0,23.0,1.0
516,Overall,1,,0.0,23.0,1.0
630,Packedness,1,,0.0,24.0,1.0
630,Corners,1,,0.0,24.0,1.0
630,Waviness,1,,0.0,24.0,1.0
630,Weight,1,,0.0,24.0,1.0
630,Touch,1,,0.0,24.0,1.0
630,Loom,2,,0.0,24.0,1.0
630,Sidda Tightness,1,1.0,1.0,24.0,1.0
630,Inputs,2,,0.0,24.0,1.0
630,Loom Tightness,2,,0.0,24.0,1.0
630,Design Accuracy,1,,0.0,24.0,1.0
630,Sidda Packedness,2,,0.0,24.0,1.0
630,Design Ability,1,,0.0,24.0,1.0
630,Overall,1,,0.0,24.0,1.0
702,Packedness,2,,0.0,21.0,0.0
702,Corners,2,,0.0,21.0,0.0
702,Waviness,2,,0.0,21.0,0.0
702,Weight,2,,0.0,21.0,0.0
702,Touch,2,,0.0,21.0,0.0
702,Loom,2,,0.0,21.0,0.0
702,Sidda Tightness,2,,0.0,21.0,0.0
702,Inputs,2,,0.0,21.0,0.0
702,Loom Tightness,2,,0.0,21.0,0.0
702,Design Accuracy,2,,0.0,21.0,0.0
702,Sidda Packedness,2,,0.0,21.0,0.0
702,Design Ability,2,,0.0,21.0,0.0
702,Overall,2,,0.0,21.0,0.0
533,Packedness,1,,0.0,21.0,1.0
533,Corners,1,,0.0,21.0,1.0
533,Waviness,1,,0.0,21.0,1.0
533,Weight,1,,0.0,21.0,1.0
533,Touch,1,,0.0,21.0,1.0
533,Loom,1,,0.0,21.0,1.0
533,Sidda Tightness,1,,0.0,21.0,1.0
533,Inputs,1,,0.0,21.0,1.0
533,Loom Tightness,1,,0.0,21.0,1.0
533,Design Accuracy,1,,0.0,21.0,1.0
533,Sidda Packedness,1,,0.0,21.0,1.0
533,Design Ability,1,,0.0,21.0,1.0
533,Overall,1,,0.0,21.0,1.0
616,Packedness,1,,0.0,21.0,1.0
616,Corners,2,,0.0,21.0,1.0
616,Waviness,1,,0.0,21.0,1.0
616,Weight,1,,0.0,21.0,1.0
616,Touch,1,,0.0,21.0,1.0
616,Loom,2,,0.0,21.0,1.0
616,Sidda Tightness,1,,0.0,21.0,1.0
616,Inputs,2,,0.0,21.0,1.0
616,Loom Tightness,2,,0.0,21.0,1.0
616,Design Accuracy,1,1.0,1.0,21.0,1.0
616,Sidda Packedness,1,1.0,1.0,21.0,1.0
616,Design Ability,1,,0.0,21.0,1.0
616,Overall,1,,0.0,21.0,1.0
633,Packedness,1,,0.0,23.0,0.0
633,Corners,1,,0.0,23.0,0.0
633,Waviness,2,,0.0,23.0,0.0
633,Weight,2,1.0,1.0,23.0,0.0
633,Touch,2,,0.0,23.0,0.0
633,Loom,2,,0.0,23.0,0.0
633,Sidda Tightness,1,,0.0,23.0,0.0
633,Inputs,1,,0.0,23.0,0.0
633,Loom Tightness,1,,0.0,23.0,0.0
633,Design Accuracy,1,1.0,1.0,23.0,0.0
633,Sidda Packedness,2,,0.0,23.0,0.0
633,Design Ability,1,,0.0,23.0,0.0
633,Overall,1,,0.0,23.0,0.0
539,Packedness,1,,0.0,23.0,1.0
539,Corners,1,,0.0,23.0,1.0
539,Waviness,1,,0.0,23.0,1.0
539,Weight,1,,0.0,23.0,1.0
539,Touch,1,,0.0,23.0,1.0
539,Loom,1,,0.0,23.0,1.0
539,Sidda Tightness,1,,0.0,23.0,1.0
539,Inputs,1,,0.0,23.0,1.0
539,Loom Tightness,1,,0.0,23.0,1.0
539,Design Accuracy,1,1.0,1.0,23.0,1.0
539,Sidda Packedness,1,,0.0,23.0,1.0
539,Design Ability,1,,0.0,23.0,1.0
539,Overall,1,,0.0,23.0,1.0
684,Packedness,1,,0.0,22.0,1.0
684,Corners,2,,0.0,22.0,1.0
684,Waviness,2,,0.0,22.0,1.0
684,Weight,1,,0.0,22.0,1.0
684,Touch,1,,0.0,22.0,1.0
684,Loom,2,,0.0,22.0,1.0
